,Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,PDB file path,PKL file path,MSA_depth_peptidase,MSA_depth_inhibitors,Binary_Label
ELASTASE_and_serine_protease_inhibitor_1_1,ELASTASE,serine_protease_inhibitor_1,0.059,2364,0.244,0.651,0.325,84.721,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,92687,2583,1
ELASTASE_and_serine_protease_inhibitor_1_2,ELASTASE,serine_protease_inhibitor_1,0.132,8845,0.327,0.681,0.398,86.042,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,92687,2583,1
ELASTASE_and_serine_protease_inhibitor_1_3,ELASTASE,serine_protease_inhibitor_1,0.124,9340,0.373,0.698,0.438,85.372,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,92687,2583,1
ELASTASE_and_serine_protease_inhibitor_1_4,ELASTASE,serine_protease_inhibitor_1,0.127,5860,0.289,0.669,0.365,85.161,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,92687,2583,1
ELASTASE_and_serine_protease_inhibitor_1_5,ELASTASE,serine_protease_inhibitor_1,0.097,3999,0.269,0.658,0.347,84.989,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,92687,2583,1
SACCHAROPEPSIN_and_saccharopepsin_inh_1,SACCHAROPEPSIN,saccharopepsin_inh,0.692,23611,0.901,0.896,0.9,90.027,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,40948,42,1
SACCHAROPEPSIN_and_saccharopepsin_inh_2,SACCHAROPEPSIN,saccharopepsin_inh,0.697,23304,0.902,0.897,0.901,90.341,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,40948,42,1
SACCHAROPEPSIN_and_saccharopepsin_inh_3,SACCHAROPEPSIN,saccharopepsin_inh,0.69,23800,0.906,0.89,0.902,90.191,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,40948,42,1
SACCHAROPEPSIN_and_saccharopepsin_inh_4,SACCHAROPEPSIN,saccharopepsin_inh,0.688,23388,0.905,0.897,0.903,89.846,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,40948,42,1
SACCHAROPEPSIN_and_saccharopepsin_inh_5,SACCHAROPEPSIN,saccharopepsin_inh,0.691,23489,0.903,0.891,0.9,89.78,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,40948,42,1
TRYPSIN_and_cystatin_A_1,TRYPSIN,cystatin_A,0.463,39772,0.774,0.903,0.8,94.087,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,116213,4998,0
TRYPSIN_and_cystatin_A_2,TRYPSIN,cystatin_A,0.588,40678,0.831,0.92,0.849,94.783,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,116213,4998,0
TRYPSIN_and_cystatin_A_3,TRYPSIN,cystatin_A,0.343,38562,0.666,0.869,0.706,92.99,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,116213,4998,0
TRYPSIN_and_cystatin_A_4,TRYPSIN,cystatin_A,0.146,7270,0.327,0.767,0.415,88.323,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,116213,4998,0
TRYPSIN_and_cystatin_A_5,TRYPSIN,cystatin_A,0.158,9536,0.392,0.782,0.47,89.195,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,116213,4998,0
THROMBIN_and_serralysin_inh_1,THROMBIN,serralysin_inh,0,0,0.188,0.732,0.297,81.794,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,107783,1402,0
THROMBIN_and_serralysin_inh_2,THROMBIN,serralysin_inh,0,0,0.207,0.738,0.313,83.227,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,107783,1402,0
THROMBIN_and_serralysin_inh_3,THROMBIN,serralysin_inh,0,0,0.149,0.726,0.264,83.905,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,107783,1402,0
THROMBIN_and_serralysin_inh_4,THROMBIN,serralysin_inh,0,0,0.158,0.728,0.272,80.502,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,107783,1402,0
THROMBIN_and_serralysin_inh_5,THROMBIN,serralysin_inh,0,0,0.18,0.733,0.291,84.029,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,107783,1402,0
SERRALYSIN_and_erwinia_chrysanthemi_inhibitor_1,SERRALYSIN,erwinia_chrysanthemi_inhibitor,0.657,92726,0.953,0.966,0.955,97.569,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,78890,2137,1
SERRALYSIN_and_erwinia_chrysanthemi_inhibitor_2,SERRALYSIN,erwinia_chrysanthemi_inhibitor,0.641,92668,0.949,0.964,0.952,97.464,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,78890,2137,1
SERRALYSIN_and_erwinia_chrysanthemi_inhibitor_3,SERRALYSIN,erwinia_chrysanthemi_inhibitor,0.658,92621,0.95,0.964,0.953,97.647,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,78890,2137,1
SERRALYSIN_and_erwinia_chrysanthemi_inhibitor_4,SERRALYSIN,erwinia_chrysanthemi_inhibitor,0.647,92625,0.948,0.964,0.951,97.558,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,78890,2137,1
SERRALYSIN_and_erwinia_chrysanthemi_inhibitor_5,SERRALYSIN,erwinia_chrysanthemi_inhibitor,0.65,92308,0.947,0.96,0.95,97.504,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,78890,2137,1
CALPAIN_and_kininogen_inhibitor_unit_2_1,CALPAIN,kininogen_inhibitor_unit_2,0.287,7683,0.6,0.578,0.596,67.2,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,44449,6535,1
CALPAIN_and_kininogen_inhibitor_unit_2_2,CALPAIN,kininogen_inhibitor_unit_2,0.322,137763,0.778,0.654,0.753,73.733,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,44449,6535,1
CALPAIN_and_kininogen_inhibitor_unit_2_3,CALPAIN,kininogen_inhibitor_unit_2,0.283,7470,0.568,0.57,0.568,66.808,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,44449,6535,1
CALPAIN_and_kininogen_inhibitor_unit_2_4,CALPAIN,kininogen_inhibitor_unit_2,0.289,149038,0.75,0.655,0.731,71.989,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,44449,6535,1
CALPAIN_and_kininogen_inhibitor_unit_2_5,CALPAIN,kininogen_inhibitor_unit_2,0.311,105093,0.741,0.614,0.715,69.887,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,44449,6535,1
MMP_3_and_timp_1_1,MMP_3,timp_1,0.584,55176,0.892,0.637,0.841,86.087,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,34670,5535,1
MMP_3_and_timp_1_2,MMP_3,timp_1,0.579,56511,0.893,0.653,0.845,87.066,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,34670,5535,1
MMP_3_and_timp_1_3,MMP_3,timp_1,0.601,56727,0.901,0.636,0.848,86.995,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,34670,5535,1
MMP_3_and_timp_1_4,MMP_3,timp_1,0.414,108386,0.893,0.812,0.877,89.465,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,34670,5535,1
MMP_3_and_timp_1_5,MMP_3,timp_1,0.558,56400,0.881,0.625,0.83,85.92,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,34670,5535,1
CARBOXYPEPTIDASE_B_and_serine_protease_inhibitor_1_1,CARBOXYPEPTIDASE_B,serine_protease_inhibitor_1,0.056,3334,0.262,0.733,0.356,89.758,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,32464,2583,0
CARBOXYPEPTIDASE_B_and_serine_protease_inhibitor_1_2,CARBOXYPEPTIDASE_B,serine_protease_inhibitor_1,0.141,13469,0.382,0.774,0.46,92.021,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,32464,2583,0
CARBOXYPEPTIDASE_B_and_serine_protease_inhibitor_1_3,CARBOXYPEPTIDASE_B,serine_protease_inhibitor_1,0.054,1843,0.238,0.727,0.336,89.664,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,32464,2583,0
CARBOXYPEPTIDASE_B_and_serine_protease_inhibitor_1_4,CARBOXYPEPTIDASE_B,serine_protease_inhibitor_1,0.049,1225,0.259,0.729,0.353,89.971,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,32464,2583,0
CARBOXYPEPTIDASE_B_and_serine_protease_inhibitor_1_5,CARBOXYPEPTIDASE_B,serine_protease_inhibitor_1,0.133,6370,0.297,0.747,0.387,91.094,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,32464,2583,0
PAPAIN_and_tci1_1,PAPAIN,tci1,0.151,4881,0.28,0.78,0.38,85.112,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,47245,270,0
PAPAIN_and_tci1_2,PAPAIN,tci1,0.196,5877,0.489,0.784,0.548,85.462,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,47245,270,0
PAPAIN_and_tci1_3,PAPAIN,tci1,0.191,5181,0.387,0.784,0.466,86.113,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,47245,270,0
PAPAIN_and_tci1_4,PAPAIN,tci1,0.195,8583,0.357,0.802,0.446,82.792,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,47245,270,0
PAPAIN_and_tci1_5,PAPAIN,tci1,0.221,10512,0.469,0.816,0.538,84.512,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,47245,270,0
SUBTILISIN_A_and_cmpi-ii_1,SUBTILISIN_A,cmpi-ii,0.739,25677,0.928,0.962,0.934,97.374,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,127625,14284,1
SUBTILISIN_A_and_cmpi-ii_2,SUBTILISIN_A,cmpi-ii,0.729,25590,0.926,0.959,0.932,97.166,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,127625,14284,1
SUBTILISIN_A_and_cmpi-ii_3,SUBTILISIN_A,cmpi-ii,0.74,25710,0.925,0.96,0.932,97.326,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,127625,14284,1
SUBTILISIN_A_and_cmpi-ii_4,SUBTILISIN_A,cmpi-ii,0.73,25582,0.922,0.96,0.929,97.08,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,127625,14284,1
SUBTILISIN_A_and_cmpi-ii_5,SUBTILISIN_A,cmpi-ii,0.737,25592,0.924,0.959,0.931,97.127,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,127625,14284,1
CHYMOTRYPSIN_A_and_serine_protease_inhibitor_1_1,CHYMOTRYPSIN_A,serine_protease_inhibitor_1,0.556,63200,0.883,0.903,0.887,94.301,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,118780,2583,1
CHYMOTRYPSIN_A_and_serine_protease_inhibitor_1_2,CHYMOTRYPSIN_A,serine_protease_inhibitor_1,0.55,63296,0.88,0.9,0.884,94.337,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,118780,2583,1
CHYMOTRYPSIN_A_and_serine_protease_inhibitor_1_3,CHYMOTRYPSIN_A,serine_protease_inhibitor_1,0.515,63108,0.894,0.896,0.895,94.369,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,118780,2583,1
CHYMOTRYPSIN_A_and_serine_protease_inhibitor_1_4,CHYMOTRYPSIN_A,serine_protease_inhibitor_1,0.577,63633,0.91,0.911,0.911,94.895,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,118780,2583,1
CHYMOTRYPSIN_A_and_serine_protease_inhibitor_1_5,CHYMOTRYPSIN_A,serine_protease_inhibitor_1,0.475,62628,0.88,0.887,0.881,94.198,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,118780,2583,1
PAPAIN_and_cystatin_B_1,PAPAIN,cystatin_B,0.727,41185,0.93,0.955,0.935,98.145,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,47245,4936,1
PAPAIN_and_cystatin_B_2,PAPAIN,cystatin_B,0.727,41153,0.93,0.955,0.935,98.16,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,47245,4936,1
PAPAIN_and_cystatin_B_3,PAPAIN,cystatin_B,0.742,41284,0.934,0.957,0.939,98.326,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,47245,4936,1
PAPAIN_and_cystatin_B_4,PAPAIN,cystatin_B,0.729,41255,0.929,0.954,0.934,98.171,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,47245,4936,1
PAPAIN_and_cystatin_B_5,PAPAIN,cystatin_B,0.742,41313,0.935,0.958,0.939,98.327,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,47245,4936,1
CATHEPSIN_H_and_kunitz_trypsin_inhibitor_4_1,CATHEPSIN_H,kunitz_trypsin_inhibitor_4,0.025,16,0.162,0.584,0.246,85.857,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,51411,4858,0
CATHEPSIN_H_and_kunitz_trypsin_inhibitor_4_2,CATHEPSIN_H,kunitz_trypsin_inhibitor_4,0,0,0.138,0.58,0.226,86.378,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,51411,4858,0
CATHEPSIN_H_and_kunitz_trypsin_inhibitor_4_3,CATHEPSIN_H,kunitz_trypsin_inhibitor_4,0,0,0.153,0.583,0.239,87.263,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,51411,4858,0
CATHEPSIN_H_and_kunitz_trypsin_inhibitor_4_4,CATHEPSIN_H,kunitz_trypsin_inhibitor_4,0,0,0.157,0.589,0.244,85.467,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,51411,4858,0
CATHEPSIN_H_and_kunitz_trypsin_inhibitor_4_5,CATHEPSIN_H,kunitz_trypsin_inhibitor_4,0,0,0.155,0.588,0.242,85.643,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,51411,4858,0
ELASTASE_and_falstatin_1,ELASTASE,falstatin,0.232,41405,0.739,0.584,0.708,68.58,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,92687,1761,0
ELASTASE_and_falstatin_2,ELASTASE,falstatin,0.247,48947,0.777,0.584,0.739,68.085,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,92687,1761,0
ELASTASE_and_falstatin_3,ELASTASE,falstatin,0.245,46522,0.676,0.585,0.657,67.345,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,92687,1761,0
ELASTASE_and_falstatin_4,ELASTASE,falstatin,0.272,55087,0.715,0.6,0.692,68.437,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,92687,1761,0
ELASTASE_and_falstatin_5,ELASTASE,falstatin,0.228,42115,0.682,0.587,0.663,68.112,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,92687,1761,0
KALICREIN_and_pancreatic_trypsin_inhibitor_1,KALICREIN,pancreatic_trypsin_inhibitor,0.698,26237,0.916,0.934,0.92,95.348,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,105380,27511,1
KALICREIN_and_pancreatic_trypsin_inhibitor_2,KALICREIN,pancreatic_trypsin_inhibitor,0.69,26344,0.912,0.932,0.916,95.151,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,105380,27511,1
KALICREIN_and_pancreatic_trypsin_inhibitor_3,KALICREIN,pancreatic_trypsin_inhibitor,0.701,26216,0.919,0.936,0.922,95.245,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,105380,27511,1
KALICREIN_and_pancreatic_trypsin_inhibitor_4,KALICREIN,pancreatic_trypsin_inhibitor,0.693,26249,0.914,0.932,0.917,95.105,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,105380,27511,1
KALICREIN_and_pancreatic_trypsin_inhibitor_5,KALICREIN,pancreatic_trypsin_inhibitor,0.694,26359,0.92,0.936,0.923,95.325,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,105380,27511,1
CARBOXYPEPTIDASE_A4_and_pancreatic_trypsin_inhibitor_1,CARBOXYPEPTIDASE_A4,pancreatic_trypsin_inhibitor,0.076,5316,0.333,0.855,0.438,88.432,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,35121,27511,0
CARBOXYPEPTIDASE_A4_and_pancreatic_trypsin_inhibitor_2,CARBOXYPEPTIDASE_A4,pancreatic_trypsin_inhibitor,0.176,9556,0.44,0.87,0.526,93.918,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,35121,27511,0
CARBOXYPEPTIDASE_A4_and_pancreatic_trypsin_inhibitor_3,CARBOXYPEPTIDASE_A4,pancreatic_trypsin_inhibitor,0.08,6306,0.352,0.857,0.453,90.147,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,35121,27511,0
CARBOXYPEPTIDASE_A4_and_pancreatic_trypsin_inhibitor_4,CARBOXYPEPTIDASE_A4,pancreatic_trypsin_inhibitor,0.075,4295,0.338,0.854,0.441,88.386,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,35121,27511,0
CARBOXYPEPTIDASE_A4_and_pancreatic_trypsin_inhibitor_5,CARBOXYPEPTIDASE_A4,pancreatic_trypsin_inhibitor,0.243,27246,0.658,0.907,0.708,93.83,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,35121,27511,0
SACCHAROPEPSIN_and_cystatin_A_1,SACCHAROPEPSIN,cystatin_A,0,0,0.153,0.753,0.273,85.689,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,40948,4998,0
SACCHAROPEPSIN_and_cystatin_A_2,SACCHAROPEPSIN,cystatin_A,0,0,0.208,0.761,0.318,86.594,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,40948,4998,0
SACCHAROPEPSIN_and_cystatin_A_3,SACCHAROPEPSIN,cystatin_A,0.342,55976,0.719,0.891,0.753,92.174,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,40948,4998,0
SACCHAROPEPSIN_and_cystatin_A_4,SACCHAROPEPSIN,cystatin_A,0,0,0.201,0.763,0.313,85.652,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,40948,4998,0
SACCHAROPEPSIN_and_cystatin_A_5,SACCHAROPEPSIN,cystatin_A,0,0,0.168,0.755,0.286,86.381,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,40948,4998,0
SPOIVFB_and_amoebiasin_2_1,SPOIVFB,amoebiasin_2,0,0,0.126,0.603,0.222,74.629,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,18429,2999,0
SPOIVFB_and_amoebiasin_2_2,SPOIVFB,amoebiasin_2,0,0,0.138,0.62,0.235,76.563,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,18429,2999,0
SPOIVFB_and_amoebiasin_2_3,SPOIVFB,amoebiasin_2,0,0,0.253,0.664,0.335,79.196,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,18429,2999,0
SPOIVFB_and_amoebiasin_2_4,SPOIVFB,amoebiasin_2,0,0,0.185,0.655,0.279,78.123,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,18429,2999,0
SPOIVFB_and_amoebiasin_2_5,SPOIVFB,amoebiasin_2,0,0,0.161,0.627,0.254,76.101,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,18429,2999,0
ELASTASE_and_potato_cathepsin_d_inhibitor_1,ELASTASE,potato_cathepsin_d_inhibitor,0.189,52880,0.575,0.759,0.612,88.984,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,92687,3241,0
ELASTASE_and_potato_cathepsin_d_inhibitor_2,ELASTASE,potato_cathepsin_d_inhibitor,0.033,953,0.209,0.598,0.286,83.719,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,92687,3241,0
ELASTASE_and_potato_cathepsin_d_inhibitor_3,ELASTASE,potato_cathepsin_d_inhibitor,0.012,44,0.211,0.596,0.288,84.82,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,92687,3241,0
ELASTASE_and_potato_cathepsin_d_inhibitor_4,ELASTASE,potato_cathepsin_d_inhibitor,0.03,968,0.243,0.614,0.317,83.817,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,92687,3241,0
ELASTASE_and_potato_cathepsin_d_inhibitor_5,ELASTASE,potato_cathepsin_d_inhibitor,0.185,28949,0.512,0.72,0.553,87.622,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,92687,3241,0
ALKALINE_PROTEASE_1_and_latexin_1,ALKALINE_PROTEASE_1,latexin,0.382,117672,0.713,0.835,0.737,92.661,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,55834,2177,0
ALKALINE_PROTEASE_1_and_latexin_2,ALKALINE_PROTEASE_1,latexin,0.021,417,0.191,0.581,0.269,88.285,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,55834,2177,0
ALKALINE_PROTEASE_1_and_latexin_3,ALKALINE_PROTEASE_1,latexin,0.572,121242,0.848,0.891,0.857,93.554,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,55834,2177,0
ALKALINE_PROTEASE_1_and_latexin_4,ALKALINE_PROTEASE_1,latexin,0.125,27611,0.573,0.753,0.609,91.198,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,55834,2177,0
ALKALINE_PROTEASE_1_and_latexin_5,ALKALINE_PROTEASE_1,latexin,0.026,667,0.233,0.602,0.307,87.385,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,55834,2177,0
SUBTILISIN_A_and_chagasin_1,SUBTILISIN_A,chagasin,0.128,6322,0.313,0.777,0.406,89.542,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,127625,3705,0
SUBTILISIN_A_and_chagasin_2,SUBTILISIN_A,chagasin,0.141,6792,0.317,0.775,0.408,89.377,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,127625,3705,0
SUBTILISIN_A_and_chagasin_3,SUBTILISIN_A,chagasin,0.143,7071,0.317,0.778,0.41,90.025,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,127625,3705,0
SUBTILISIN_A_and_chagasin_4,SUBTILISIN_A,chagasin,0.125,6806,0.323,0.779,0.414,89.011,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,127625,3705,0
SUBTILISIN_A_and_chagasin_5,SUBTILISIN_A,chagasin,0.133,6625,0.334,0.78,0.423,89.593,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,127625,3705,0
TRYPSIN_and_sqapi_1,TRYPSIN,sqapi,0.089,2812,0.293,0.747,0.384,82.589,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,116213,1546,0
TRYPSIN_and_sqapi_2,TRYPSIN,sqapi,0.129,5888,0.277,0.756,0.373,85.344,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,116213,1546,0
TRYPSIN_and_sqapi_3,TRYPSIN,sqapi,0.058,3896,0.263,0.751,0.361,84.347,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,116213,1546,0
TRYPSIN_and_sqapi_4,TRYPSIN,sqapi,0.118,4038,0.248,0.747,0.348,85.785,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,116213,1546,0
TRYPSIN_and_sqapi_5,TRYPSIN,sqapi,0.05,1594,0.223,0.741,0.326,82.71,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,116213,1546,0
CP_2_and_pancreatic_trypsin_inhibitor_1,CP_2,pancreatic_trypsin_inhibitor,0.136,5635,0.326,0.821,0.425,89.787,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,49434,27511,0
