,Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,PDB file path,PKL file path,MSA_depth_peptidase,MSA_depth_inhibitors,Binary_Label
PROTEINASE_K_and_lactoferrin_5,PROTEINASE_K,lactoferrin,0.409,3755,0.736,0.96,0.781,96.862,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,79377,1,1
KALLIKREIN_4_and_trypsin_inhibitor_1_kallikrein_1,KALLIKREIN_4,trypsin_inhibitor_1_kallikrein,0.76,5890,0.952,0.958,0.953,97.914,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,144330,59,1
KALLIKREIN_4_and_trypsin_inhibitor_1_kallikrein_2,KALLIKREIN_4,trypsin_inhibitor_1_kallikrein,0.758,5759,0.94,0.957,0.944,97.866,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,144330,59,1
KALLIKREIN_4_and_trypsin_inhibitor_1_kallikrein_3,KALLIKREIN_4,trypsin_inhibitor_1_kallikrein,0.747,5859,0.946,0.957,0.948,97.784,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,144330,59,1
KALLIKREIN_4_and_trypsin_inhibitor_1_kallikrein_4,KALLIKREIN_4,trypsin_inhibitor_1_kallikrein,0.759,5869,0.949,0.957,0.95,97.899,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,144330,59,1
KALLIKREIN_4_and_trypsin_inhibitor_1_kallikrein_5,KALLIKREIN_4,trypsin_inhibitor_1_kallikrein,0.753,5819,0.945,0.957,0.948,97.77,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,144330,59,1
CALCIUM_DEPENDENT_PROTEASE_and_aspartic_peptidase_inhibitor_1_1,CALCIUM_DEPENDENT_PROTEASE,aspartic_peptidase_inhibitor_1,0,0,0.186,0.843,0.317,84.982,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,30055,11,0
CALCIUM_DEPENDENT_PROTEASE_and_aspartic_peptidase_inhibitor_1_2,CALCIUM_DEPENDENT_PROTEASE,aspartic_peptidase_inhibitor_1,0.009,14,0.266,0.861,0.385,87.254,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,30055,11,0
CALCIUM_DEPENDENT_PROTEASE_and_aspartic_peptidase_inhibitor_1_3,CALCIUM_DEPENDENT_PROTEASE,aspartic_peptidase_inhibitor_1,0.031,535,0.282,0.838,0.393,85.264,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,30055,11,0
CALCIUM_DEPENDENT_PROTEASE_and_aspartic_peptidase_inhibitor_1_4,CALCIUM_DEPENDENT_PROTEASE,aspartic_peptidase_inhibitor_1,0.018,31,0.297,0.858,0.409,86.821,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,30055,11,0
CALCIUM_DEPENDENT_PROTEASE_and_aspartic_peptidase_inhibitor_1_5,CALCIUM_DEPENDENT_PROTEASE,aspartic_peptidase_inhibitor_1,0.021,33,0.279,0.847,0.392,85.253,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,30055,11,0
RENIN_and_aspartic_peptidase_inhibitor_2_1,RENIN,aspartic_peptidase_inhibitor_2,0.205,3177,0.577,0.912,0.644,89.379,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,51256,7,1
RENIN_and_aspartic_peptidase_inhibitor_2_2,RENIN,aspartic_peptidase_inhibitor_2,0.211,3220,0.577,0.911,0.644,89.408,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,51256,7,1
RENIN_and_aspartic_peptidase_inhibitor_2_3,RENIN,aspartic_peptidase_inhibitor_2,0.188,3086,0.549,0.911,0.621,89.346,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,51256,7,1
RENIN_and_aspartic_peptidase_inhibitor_2_4,RENIN,aspartic_peptidase_inhibitor_2,0.244,3242,0.608,0.918,0.67,90.251,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,51256,7,1
RENIN_and_aspartic_peptidase_inhibitor_2_5,RENIN,aspartic_peptidase_inhibitor_2,0.205,3178,0.569,0.914,0.638,89.339,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,51256,7,1
NS3_PROTEASE_and_ns4a_peptide_1,NS3_PROTEASE,ns4a_peptide,0.773,4814,0.947,0.929,0.944,96.005,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,20412,10,1
NS3_PROTEASE_and_ns4a_peptide_2,NS3_PROTEASE,ns4a_peptide,0.767,4816,0.944,0.926,0.941,95.811,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,20412,10,1
NS3_PROTEASE_and_ns4a_peptide_3,NS3_PROTEASE,ns4a_peptide,0.764,4805,0.943,0.924,0.939,95.853,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,20412,10,1
NS3_PROTEASE_and_ns4a_peptide_4,NS3_PROTEASE,ns4a_peptide,0.768,4832,0.945,0.925,0.941,95.868,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,20412,10,1
NS3_PROTEASE_and_ns4a_peptide_5,NS3_PROTEASE,ns4a_peptide,0.766,4803,0.944,0.926,0.94,95.936,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,20412,10,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_mupain_1_17_1,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,mupain_1_17,0.201,2556,0.526,0.923,0.605,92.738,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,142884,5,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_mupain_1_17_2,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,mupain_1_17,0.466,4614,0.84,0.936,0.859,95.137,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,142884,5,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_mupain_1_17_3,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,mupain_1_17,0.233,2582,0.551,0.926,0.626,92.707,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,142884,5,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_mupain_1_17_4,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,mupain_1_17,0.442,4614,0.805,0.937,0.832,94.896,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,142884,5,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_mupain_1_17_5,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,mupain_1_17,0.222,2549,0.548,0.927,0.624,92.973,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,142884,5,1
72_KDA_TYPE_IV_COLLAGENASE_and_pepstatin_a_1,72_KDA_TYPE_IV_COLLAGENASE,pepstatin_a,0.292,1080,0.535,0.927,0.614,93.761,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,30094,1,0
72_KDA_TYPE_IV_COLLAGENASE_and_pepstatin_a_2,72_KDA_TYPE_IV_COLLAGENASE,pepstatin_a,0.431,1434,0.76,0.935,0.795,96.07,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,30094,1,0
72_KDA_TYPE_IV_COLLAGENASE_and_pepstatin_a_3,72_KDA_TYPE_IV_COLLAGENASE,pepstatin_a,0.385,1256,0.688,0.932,0.736,95.998,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,30094,1,0
72_KDA_TYPE_IV_COLLAGENASE_and_pepstatin_a_4,72_KDA_TYPE_IV_COLLAGENASE,pepstatin_a,0.392,1285,0.709,0.936,0.754,96.324,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,30094,1,0
72_KDA_TYPE_IV_COLLAGENASE_and_pepstatin_a_5,72_KDA_TYPE_IV_COLLAGENASE,pepstatin_a,0.423,1378,0.763,0.936,0.798,96.083,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,30094,1,0
BOTULINUM_NEUROTOXIN_TYPE_A_and_synaptotagmin_2_1,BOTULINUM_NEUROTOXIN_TYPE_A,synaptotagmin_2,0.333,10946,0.899,0.699,0.859,88.59,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,4820,52,1
BOTULINUM_NEUROTOXIN_TYPE_A_and_synaptotagmin_2_2,BOTULINUM_NEUROTOXIN_TYPE_A,synaptotagmin_2,0.384,12445,0.932,0.702,0.886,89.033,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,4820,52,1
BOTULINUM_NEUROTOXIN_TYPE_A_and_synaptotagmin_2_3,BOTULINUM_NEUROTOXIN_TYPE_A,synaptotagmin_2,0.359,12428,0.907,0.71,0.868,89.314,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4820,52,1
BOTULINUM_NEUROTOXIN_TYPE_A_and_synaptotagmin_2_4,BOTULINUM_NEUROTOXIN_TYPE_A,synaptotagmin_2,0.379,12512,0.923,0.705,0.88,89.159,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,4820,52,1
BOTULINUM_NEUROTOXIN_TYPE_A_and_synaptotagmin_2_5,BOTULINUM_NEUROTOXIN_TYPE_A,synaptotagmin_2,0.034,617,0.552,0.71,0.584,86.836,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4820,52,1
3C_LIKE_PROTEINASE_and_pep4_1,3C_LIKE_PROTEINASE,pep4,0.244,3084,0.597,0.913,0.66,93.565,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,2065,5,1
3C_LIKE_PROTEINASE_and_pep4_2,3C_LIKE_PROTEINASE,pep4,0.213,2785,0.548,0.908,0.62,93.259,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,2065,5,1
3C_LIKE_PROTEINASE_and_pep4_3,3C_LIKE_PROTEINASE,pep4,0.197,2514,0.541,0.88,0.608,92.206,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,2065,5,1
3C_LIKE_PROTEINASE_and_pep4_4,3C_LIKE_PROTEINASE,pep4,0.329,3686,0.704,0.921,0.747,95.094,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,2065,5,1
3C_LIKE_PROTEINASE_and_pep4_5,3C_LIKE_PROTEINASE,pep4,0.209,2547,0.533,0.913,0.609,93.244,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,2065,5,1
THERMOLYSIN_and_amyloid_beta_a4_protein_2_1,THERMOLYSIN,amyloid_beta_a4_protein_2,0.339,1672,0.705,0.961,0.756,97.659,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,29160,1,1
THERMOLYSIN_and_amyloid_beta_a4_protein_2_2,THERMOLYSIN,amyloid_beta_a4_protein_2,0.469,2367,0.861,0.962,0.881,98.389,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,29160,1,1
THERMOLYSIN_and_amyloid_beta_a4_protein_2_3,THERMOLYSIN,amyloid_beta_a4_protein_2,0.593,2726,0.929,0.965,0.936,98.58,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,29160,1,1
THERMOLYSIN_and_amyloid_beta_a4_protein_2_4,THERMOLYSIN,amyloid_beta_a4_protein_2,0.522,2560,0.897,0.965,0.91,98.534,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,29160,1,1
THERMOLYSIN_and_amyloid_beta_a4_protein_2_5,THERMOLYSIN,amyloid_beta_a4_protein_2,0.582,2716,0.92,0.966,0.929,98.577,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,29160,1,1
RENIN_and_hirugen_1,RENIN,hirugen,0.071,2141,0.424,0.902,0.519,88.287,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,51256,25,0
RENIN_and_hirugen_2,RENIN,hirugen,0.013,232,0.342,0.899,0.454,88.4,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,51256,25,0
RENIN_and_hirugen_3,RENIN,hirugen,0.093,1973,0.431,0.902,0.525,88.437,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,51256,25,0
RENIN_and_hirugen_4,RENIN,hirugen,0.13,1677,0.44,0.905,0.533,88.908,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,51256,25,0
RENIN_and_hirugen_5,RENIN,hirugen,0.124,2418,0.463,0.909,0.552,88.755,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,51256,25,0
ENDOTHIAPEPSIN_and_ps2_1,ENDOTHIAPEPSIN,ps2,0.202,2681,0.552,0.942,0.63,95.502,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,41523,8,1
ENDOTHIAPEPSIN_and_ps2_2,ENDOTHIAPEPSIN,ps2,0.182,2636,0.527,0.938,0.609,95.48,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,41523,8,1
ENDOTHIAPEPSIN_and_ps2_3,ENDOTHIAPEPSIN,ps2,0.345,3024,0.72,0.945,0.765,96.654,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,41523,8,1
ENDOTHIAPEPSIN_and_ps2_4,ENDOTHIAPEPSIN,ps2,0.286,2654,0.62,0.942,0.685,95.929,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,41523,8,1
ENDOTHIAPEPSIN_and_ps2_5,ENDOTHIAPEPSIN,ps2,0.305,3143,0.714,0.945,0.76,96.598,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,41523,8,1
TRYPSIN_and_trypsin_inhibitor_1_1,TRYPSIN,trypsin_inhibitor_1,0.797,6244,0.965,0.96,0.964,98.396,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,153562,67,1
TRYPSIN_and_trypsin_inhibitor_1_2,TRYPSIN,trypsin_inhibitor_1,0.791,6237,0.964,0.959,0.963,98.276,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,153562,67,1
TRYPSIN_and_trypsin_inhibitor_1_3,TRYPSIN,trypsin_inhibitor_1,0.786,6220,0.962,0.959,0.961,98.326,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,153562,67,1
TRYPSIN_and_trypsin_inhibitor_1_4,TRYPSIN,trypsin_inhibitor_1,0.792,6227,0.963,0.959,0.962,98.44,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,153562,67,1
TRYPSIN_and_trypsin_inhibitor_1_5,TRYPSIN,trypsin_inhibitor_1,0.787,6188,0.963,0.96,0.962,98.418,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,153562,67,1
CHYMOSIN_and_pep2_1,CHYMOSIN,pep2,0.262,2687,0.614,0.936,0.678,93.872,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,54725,1,0
CHYMOSIN_and_pep2_2,CHYMOSIN,pep2,0.384,3471,0.783,0.938,0.814,94.896,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,54725,1,0
CHYMOSIN_and_pep2_3,CHYMOSIN,pep2,0.347,3293,0.736,0.945,0.778,95.512,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,54725,1,0
CHYMOSIN_and_pep2_4,CHYMOSIN,pep2,0.409,3622,0.811,0.945,0.838,95.252,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,54725,1,0
CHYMOSIN_and_pep2_5,CHYMOSIN,pep2,0.239,2604,0.583,0.938,0.654,93.864,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,54725,1,0
BONT_A_and_pep6_1,BONT_A,pep6,0.13,4046,0.544,0.952,0.625,94.242,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,2567,5,0
BONT_A_and_pep6_2,BONT_A,pep6,0.173,4084,0.575,0.954,0.651,94.647,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,2567,5,0
BONT_A_and_pep6_3,BONT_A,pep6,0.021,653,0.48,0.95,0.574,94.585,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,2567,5,0
BONT_A_and_pep6_4,BONT_A,pep6,0.126,3175,0.554,0.954,0.634,94.916,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,2567,5,0
BONT_A_and_pep6_5,BONT_A,pep6,0.031,809,0.479,0.953,0.574,94.866,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,2567,5,0
SERINE_PROTEASE_NS3_and_3c_like_proteinase_inhibitor_1,SERINE_PROTEASE_NS3,3c_like_proteinase_inhibitor,0.221,987,0.498,0.911,0.581,92.82,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,20917,1,0
SERINE_PROTEASE_NS3_and_3c_like_proteinase_inhibitor_2,SERINE_PROTEASE_NS3,3c_like_proteinase_inhibitor,0.256,1009,0.522,0.908,0.599,92.758,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,20917,1,0
SERINE_PROTEASE_NS3_and_3c_like_proteinase_inhibitor_3,SERINE_PROTEASE_NS3,3c_like_proteinase_inhibitor,0.333,1073,0.641,0.91,0.695,93.472,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,20917,1,0
SERINE_PROTEASE_NS3_and_3c_like_proteinase_inhibitor_4,SERINE_PROTEASE_NS3,3c_like_proteinase_inhibitor,0.438,1703,0.792,0.918,0.817,94.565,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,20917,1,0
SERINE_PROTEASE_NS3_and_3c_like_proteinase_inhibitor_5,SERINE_PROTEASE_NS3,3c_like_proteinase_inhibitor,0.347,1206,0.684,0.913,0.73,94.012,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,20917,1,0
CANDIDAPEPSIN_3_and_pepstatin_a_1,CANDIDAPEPSIN_3,pepstatin_a,0.133,1862,0.498,0.939,0.586,95.357,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,44252,1,1
CANDIDAPEPSIN_3_and_pepstatin_a_2,CANDIDAPEPSIN_3,pepstatin_a,0.112,1916,0.49,0.937,0.58,95.303,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,44252,1,1
CANDIDAPEPSIN_3_and_pepstatin_a_3,CANDIDAPEPSIN_3,pepstatin_a,0.091,1756,0.515,0.939,0.6,95.608,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,44252,1,1
CANDIDAPEPSIN_3_and_pepstatin_a_4,CANDIDAPEPSIN_3,pepstatin_a,0.061,1396,0.469,0.939,0.563,95.022,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,44252,1,1
CANDIDAPEPSIN_3_and_pepstatin_a_5,CANDIDAPEPSIN_3,pepstatin_a,0.128,1759,0.532,0.938,0.613,95.225,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,44252,1,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_pep6_1,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,pep6,0.237,2397,0.526,0.925,0.606,92.527,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,142884,5,0
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_pep6_2,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,pep6,0.206,2441,0.51,0.923,0.593,92.695,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,142884,5,0
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_pep6_3,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,pep6,0.206,2337,0.503,0.924,0.587,92.59,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,142884,5,0
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_pep6_4,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,pep6,0.221,2445,0.518,0.927,0.6,92.577,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,142884,5,0
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_pep6_5,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,pep6,0.215,2248,0.488,0.926,0.576,92.401,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,142884,5,0
3C_LIKE_PROTEINASE_and_trypsin_inhibitor_1_kallikrein_1,3C_LIKE_PROTEINASE,trypsin_inhibitor_1_kallikrein,0.115,2558,0.437,0.888,0.527,91.448,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,2065,59,0
3C_LIKE_PROTEINASE_and_trypsin_inhibitor_1_kallikrein_2,3C_LIKE_PROTEINASE,trypsin_inhibitor_1_kallikrein,0.169,3235,0.485,0.905,0.569,93.028,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,2065,59,0
3C_LIKE_PROTEINASE_and_trypsin_inhibitor_1_kallikrein_3,3C_LIKE_PROTEINASE,trypsin_inhibitor_1_kallikrein,0.209,2722,0.483,0.849,0.556,90.654,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,2065,59,0
3C_LIKE_PROTEINASE_and_trypsin_inhibitor_1_kallikrein_4,3C_LIKE_PROTEINASE,trypsin_inhibitor_1_kallikrein,0.195,3246,0.494,0.896,0.575,91.7,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,2065,59,0
3C_LIKE_PROTEINASE_and_trypsin_inhibitor_1_kallikrein_5,3C_LIKE_PROTEINASE,trypsin_inhibitor_1_kallikrein,0.148,2901,0.469,0.872,0.55,91.135,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,2065,59,0
BACE_and_pvi_1,BACE,pvi,0.14,3099,0.536,0.826,0.594,87.452,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,35154,10,0
BACE_and_pvi_2,BACE,pvi,0.023,552,0.423,0.825,0.504,86.821,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,35154,10,0
BACE_and_pvi_3,BACE,pvi,0.077,1214,0.449,0.827,0.524,87.33,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,35154,10,0
BACE_and_pvi_4,BACE,pvi,0.037,589,0.432,0.826,0.511,87.309,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,35154,10,0
BACE_and_pvi_5,BACE,pvi,0.081,1262,0.489,0.826,0.556,86.33,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,35154,10,0
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_bicyclic_peptide_inhibitor_1,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,bicyclic_peptide_inhibitor,0.172,3998,0.476,0.911,0.563,90.185,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,142884,18,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_bicyclic_peptide_inhibitor_2,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,bicyclic_peptide_inhibitor,0.664,7722,0.918,0.94,0.922,95.404,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,142884,18,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_bicyclic_peptide_inhibitor_3,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,bicyclic_peptide_inhibitor,0.683,7751,0.916,0.943,0.922,95.598,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,142884,18,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_bicyclic_peptide_inhibitor_4,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,bicyclic_peptide_inhibitor,0.684,7770,0.919,0.944,0.924,95.657,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,142884,18,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_bicyclic_peptide_inhibitor_5,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,bicyclic_peptide_inhibitor,0.154,3320,0.439,0.91,0.533,90.636,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,142884,18,1
GAG_PRO_POL_POLYPROTEIN_and_putative_lipoprotein_1,GAG_PRO_POL_POLYPROTEIN,putative_lipoprotein,0.123,524,0.216,0.733,0.319,75.862,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,3259,4,0
GAG_PRO_POL_POLYPROTEIN_and_putative_lipoprotein_2,GAG_PRO_POL_POLYPROTEIN,putative_lipoprotein,0.392,1755,0.544,0.761,0.587,80.165,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,3259,4,0
